HJD,camera,magnitude,"magnitude error"
2453995.626829,145,14.6692,0.0661
2453995.636574,145,14.3588,0.0515
2453995.647176,145,14.1470,0.0441
2453995.652049,145,14.2387,0.0515
2453995.656759,145,14.3878,0.0673
2453995.662303,145,14.3645,0.1220
2453995.667083,145,14.6105,0.0985
2453996.488993,145,14.3622,0.1500
2453996.493044,145,14.3191,0.1513
2453996.497882,145,14.2917,0.0899
2453996.502083,145,14.3443,0.1239
2453996.507025,145,14.2829,0.1231
2453996.511817,145,15.0874,0.3531
2453996.517512,145,15.2578,1.9296
2453996.522315,145,13.8840,0.4325
2453996.527037,145,14.0377,0.2421
2453997.376493,145,14.6707,0.0749
2453997.378900,145,14.6631,0.0737
2453997.381354,145,14.6663,0.0727
2453997.383681,145,14.6050,0.0696
2453997.387049,145,14.5484,0.0635
2453997.389421,145,14.5046,0.0616
2453997.391840,145,14.3208,0.0523
2453997.394329,145,14.2786,0.0497
2453997.396759,145,14.1670,0.0445
2453997.399063,145,14.0918,0.0415
2453997.401424,145,14.1743,0.0446
2453997.404757,145,14.2444,0.0474
2453997.408032,145,14.2730,0.0479
2453997.410394,145,14.3619,0.0517
2453997.412859,145,14.4780,0.0563
2453997.415243,145,14.3215,0.0494
2453997.417546,145,14.3259,0.0488
2453997.421725,145,14.4316,0.0530
2453997.424919,145,14.5077,0.0569
2453997.428171,145,14.6087,0.0608
2453997.431343,145,14.5517,0.0577
2453997.434549,145,14.5345,0.0567
2453997.438090,145,14.4836,0.0540
2453997.442326,145,14.6208,0.0600
2453997.445463,145,14.5935,0.0575
2453997.449769,145,14.8130,0.0703
2453997.452940,145,14.6075,0.0582
2453997.457049,145,14.6155,0.0580
2453997.460255,145,14.7094,0.0634
2453997.463438,145,14.7677,0.0661
2453997.467627,145,14.8666,0.0718
2453997.471620,145,14.6708,0.0601
2453997.475660,145,14.8201,0.0685
2453997.480602,145,14.6826,0.0604
2453997.484560,145,14.7930,0.0665
2453997.488461,145,14.7368,0.0648
2453997.494213,145,14.3808,0.0471
2453997.498137,145,14.2372,0.0407
2453997.507060,145,14.2195,0.0403
2453997.512674,145,14.2813,0.0427
2453997.517581,145,14.3399,0.0448
2453997.522535,145,14.4924,0.0513
2453997.528264,145,14.3978,0.0473
2453997.529051,148,14.3786,0.0377
2453997.533900,145,14.5278,0.0525
2453997.534711,148,14.4577,0.0399
2453997.538750,145,14.5550,0.0531
2453997.539537,148,14.3901,0.0368
2453997.543611,145,14.6383,0.0581
2453997.550266,145,14.7969,0.0668
2453997.555810,145,14.5634,0.0541
2453997.561574,145,14.5338,0.0541
2453997.562407,148,14.8031,0.0547
2453997.567211,145,14.7391,0.0646
2453997.572095,145,14.7067,0.0636
2453997.572928,148,14.9277,0.0614
2453997.577569,145,14.7643,0.0678
2453997.582361,145,14.5575,0.0559
2453997.588900,145,14.6735,0.0619
2453997.594525,145,14.5340,0.0549
2453997.601088,145,14.3724,0.0483
2453997.606794,145,14.1275,0.0380
2453997.612373,145,14.2416,0.0432
2453997.617315,145,14.3118,0.0457
2453997.623750,145,14.5152,0.0552
2453997.628646,145,14.5681,0.0579
2453997.633380,145,14.4773,0.0548
2453997.638854,145,14.4436,0.0530
2453997.643681,145,14.6141,0.0625
2453997.648380,145,14.7245,0.0683
2453997.653218,145,14.7285,0.0700
2453997.658692,145,14.5698,0.0602
2453998.373981,145,14.7395,0.1269
2453998.376296,145,14.5254,0.0609
2453998.378993,145,14.6126,0.0641
2453998.381389,145,14.6359,0.0651
2453998.384688,145,14.6602,0.0659
2453998.387060,145,14.8720,0.0804
2453998.389641,145,14.6966,0.0668
2453998.392037,145,14.7899,0.0714
2453998.394502,145,14.7354,0.0689
2453998.396898,145,14.5538,0.0577
2453998.399236,145,14.7155,0.0672
2453998.403403,145,14.7993,0.0716
2453998.405799,145,14.7320,0.0666
2453998.408183,145,14.7175,0.0659
2453998.410579,145,14.7024,0.0652
2453998.412963,145,14.6495,0.0603
2453998.415278,145,14.6822,0.0632
2453998.419352,145,14.6613,0.0610
2453998.422766,145,14.4630,0.0507
2453998.426134,145,14.4174,0.0489
2453998.429456,145,14.1701,0.0395
2453998.435868,145,14.1929,0.0403
2453998.439919,145,14.2889,0.0435
2453998.443160,145,14.2242,0.0406
2453998.447176,145,14.3831,0.0465
2453998.450313,145,14.3868,0.0466
2453998.454641,145,14.4987,0.0514
2453998.457824,145,14.4279,0.0488
2453998.461829,145,14.5384,0.0531
2453998.465845,145,14.6439,0.0577
2453998.469931,145,14.6270,0.0566
2453998.474838,145,14.7096,0.0604
2453998.478796,145,14.7320,0.0635
2453998.482882,145,14.6072,0.0552
2453998.487859,145,14.7256,0.0619
2453998.492870,145,14.6577,0.0580
2453998.496782,145,14.6802,0.0593
2453998.501528,145,14.8249,0.0669
2453998.506470,145,14.8505,0.0694
2453998.512106,145,14.8243,0.0682
2453998.517014,145,14.6822,0.0595
2453998.521840,145,14.7299,0.0630
2453998.527731,145,14.4847,0.0523
2453998.528507,148,14.1560,0.0325
2453998.533449,145,14.2139,0.0424
2453998.534259,148,14.0357,0.0296
2453998.538333,145,14.1859,0.0424
2453998.543947,145,14.2661,0.0481
2453998.544722,148,14.2732,0.0387
2453998.550440,145,14.4288,0.0547
2453998.551262,148,14.4707,0.0442
2453998.556181,145,14.3711,0.0549
2453998.556979,148,14.4664,0.0475
2453998.561748,145,14.5800,0.0688
2453998.562523,148,14.3239,0.0446
2453998.566574,145,14.4652,0.0601
2453998.567326,148,14.5579,0.0535
2453998.571493,145,14.6111,0.0723
2453998.572326,148,14.6496,0.0572
2453998.577188,145,14.5608,0.0628
2453998.578113,148,14.8278,0.0618
2453998.583843,145,14.5287,0.0556
2453998.584653,148,14.7921,0.0554
2453998.589664,145,14.6234,0.0607
2453998.590440,148,14.7481,0.0551
2453998.595243,145,14.6808,0.0627
2453998.596736,148,14.9598,0.0651
2453998.601586,145,14.6939,0.0657
2453998.602361,148,14.8749,0.0611
2453998.607130,145,14.6716,0.0618
2453998.607963,148,14.7981,0.0546
2453998.611887,145,14.7628,0.0672
2453998.612639,148,14.8777,0.0592
2453998.618090,145,15.0144,0.0869
2453998.618866,148,14.6017,0.0474
2453998.623819,148,14.7550,0.0604
2453998.627789,145,14.5191,0.0625
2453998.628611,148,14.6313,0.0503
2453998.633588,145,14.2984,0.0470
2453998.634387,148,14.1756,0.0325
2453998.638345,145,14.2248,0.0442
2453998.639155,148,14.2009,0.0335
2453998.643137,145,14.1736,0.0433
2453998.643924,148,14.0924,0.0308
2453998.647928,145,14.2393,0.0467
2453998.648681,148,14.1848,0.0338
2453998.653565,145,14.3758,0.0534
2453998.654375,148,14.3615,0.0408
2453998.658507,145,14.4362,0.0573
2453998.659329,148,14.4745,0.0451
2453998.664213,148,14.5150,0.0499
2453998.669259,148,14.5858,0.0490
2453998.673264,148,14.6235,0.0517
2453998.677384,148,14.6081,0.0522
2453998.681366,148,14.7223,0.0601
2453998.688125,148,14.4909,0.0499
2453998.692037,148,14.7204,0.0620
2453998.696181,148,14.5384,0.0527
2453998.700139,148,14.7189,0.0640
2454001.366042,145,14.8489,0.0852
2454001.368345,145,14.7404,0.0756
2454001.370764,145,14.8359,0.0824
2454001.373160,145,14.6661,0.0693
2454001.376389,145,14.6082,0.0663
2454001.378889,145,14.7004,0.0713
2454001.381250,145,14.5911,0.0637
2454001.383738,145,14.6999,0.0692
2454001.386262,145,14.9818,0.0886
2454001.388576,145,14.7012,0.0671
2454001.390961,145,14.6894,0.0660
2454001.395139,145,14.8046,0.0727
2454001.397697,145,14.7696,0.0696
2454001.400058,145,14.7136,0.0667
2454001.402361,145,14.8789,0.0757
2454001.404780,145,14.8754,0.0751
2454001.407083,145,14.6787,0.0618
2454001.411354,145,14.8260,0.0702
2454001.414653,145,14.6489,0.0600
2454001.417882,145,14.4566,0.0509
2454001.421030,145,14.3039,0.0445
2454001.424259,145,14.2097,0.0407
2454001.427442,145,14.2045,0.0406
2454001.431400,145,14.1935,0.0399
2454001.438715,145,14.3794,0.0462
2454001.441852,145,14.3061,0.0439
2454001.446088,145,14.5124,0.0519
2454001.449294,145,14.4928,0.0514
2454001.452569,145,14.5375,0.0531
2454001.456481,145,14.5665,0.0545
2454001.460590,145,14.6429,0.0578
2454001.464664,145,14.6332,0.0573
2454001.469491,145,14.7840,0.0652
2454001.473507,145,14.6181,0.0558
2454001.477431,145,14.7620,0.0638
2454001.483275,145,14.7115,0.0601
2454001.487292,145,14.7352,0.0626
2454001.491192,145,14.6913,0.0595
2454001.495926,145,14.8239,0.0669
2454001.518889,145,14.6084,0.0555
2454001.519664,148,14.4078,0.0424
2454001.524525,145,14.4950,0.0505
2454001.525370,148,14.0524,0.0360
2454001.534988,145,14.1375,0.0379
2454001.535752,148,14.1181,0.0365
2454001.541516,145,14.2703,0.0428
2454001.542292,148,14.2318,0.0373
2454001.547245,145,14.3415,0.0451
2454001.548056,148,14.4754,0.0461
2454001.630972,148,14.2761,0.0349
2454001.631898,145,14.1827,0.0417
2454001.633426,148,14.0631,0.0287
2454001.639722,148,14.1960,0.0328
2454001.646782,148,14.3961,0.0388
2454001.651458,148,14.2085,0.0336
2454001.655405,148,14.4093,0.0412
2454001.660289,148,14.4382,0.0424
2454001.664502,148,14.4887,0.0443
2454001.668472,148,14.4061,0.0421
2454001.672558,148,14.3822,0.0420
2454001.676424,148,14.4350,0.0441
2454001.681308,148,14.7339,0.0578
2454001.685255,148,14.8292,0.0644
2454001.689398,148,14.7649,0.0611
2454002.512836,148,14.5641,0.0453
2454002.518565,148,14.4815,0.0410
2454002.524225,148,14.4095,0.0379
2454002.529236,148,14.7990,0.0550
2454002.536667,148,14.7718,0.0535
2454002.539942,145,14.6689,0.0602
2454002.542373,148,14.8706,0.0583
2454002.545613,145,14.7426,0.0635
2454002.548067,148,14.7332,0.0511
2454002.553542,145,14.4098,0.0482
2454002.555185,148,14.4941,0.0429
2454002.558368,145,14.3825,0.0469
2454002.559954,148,14.1895,0.0332
2454002.565880,148,14.2146,0.0342
2454002.571620,148,14.3521,0.0389
2454002.575648,145,14.2626,0.0437
2454002.578634,148,14.5257,0.0442
2454002.582674,145,14.3858,0.0489
2454002.587940,148,14.4760,0.0424
2454002.591979,145,14.5106,0.0545
2454002.594977,148,14.4462,0.0420
2454002.598947,145,14.5747,0.0581
2454002.601042,148,14.5357,0.0460
2454002.607488,148,14.6526,0.0502
2454002.611528,145,14.6161,0.0610
2454002.612315,148,14.4765,0.0436
2454002.616296,145,14.6319,0.0613
2454002.617130,148,14.5651,0.0472
2454002.622269,145,14.7699,0.0693
2454002.623056,148,14.5848,0.0482
2454002.627072,145,14.5744,0.0598
2454002.627836,148,14.6946,0.0562
2454002.631921,145,14.5376,0.0574
2454002.632674,148,14.9174,0.0640
2454002.636771,145,14.6868,0.0658
2454002.637593,148,14.6806,0.0518
2454002.643530,148,14.3801,0.0415
2454002.647581,145,14.7381,0.0707
2454002.648356,148,14.5856,0.0489
2454002.653206,148,14.5886,0.0482
2454002.658310,148,14.3243,0.0405
2454002.662546,148,14.0792,0.0333
2454002.666563,148,14.0405,0.0328
2454002.674780,148,14.2254,0.0381
2454002.679514,148,14.0713,0.0335
2454002.683530,148,14.2188,0.0370
2454002.687512,148,14.3646,0.0433
2454003.361134,145,14.8495,0.0850
2454003.363507,145,14.7986,0.0803
2454003.366030,145,14.8445,0.0821
2454003.369421,145,14.8658,0.0831
2454003.371852,145,14.7519,0.0734
2454003.374363,145,14.6097,0.0639
2454003.376759,145,14.6396,0.0656
2454003.379190,145,14.4755,0.0558
2454003.381563,145,14.4363,0.0531
2454003.383889,145,14.4145,0.0524
2454003.386227,145,14.3308,0.0483
2454003.390394,145,14.1980,0.0425
2454003.392766,145,14.2409,0.0438
2454003.395069,145,14.1984,0.0422
2454003.397431,145,14.3838,0.0501
2454003.399711,145,14.2305,0.0439
2454003.402072,145,14.3742,0.0486
2454003.406123,145,14.4815,0.0532
2454003.409352,145,14.3535,0.0480
2454003.412523,145,14.4609,0.0525
2454003.415729,145,14.5366,0.0565
2454003.418993,145,14.5308,0.0564
2454003.422176,145,14.5032,0.0555
2454003.426134,145,14.5883,0.0597
2454003.429248,145,14.5784,0.0592
2454003.433310,145,14.7586,0.0691
2454003.438727,145,14.6830,0.0645
2454003.442940,145,14.8333,0.0727
2454003.446204,145,14.7277,0.0673
2454003.450220,145,14.6919,0.0653
2454003.454236,145,14.7808,0.0704
2454003.458252,145,14.7060,0.0650
2454003.463044,145,14.7396,0.0664
2454003.467118,145,14.6180,0.0602
2454003.485706,148,14.3347,0.0379
2454003.490405,148,14.1102,0.0309
2454003.495289,148,13.9982,0.0279
2454003.500243,145,14.2117,0.0411
2454003.501053,148,14.4316,0.0404
2454003.505787,148,14.7441,0.0548
2454003.509757,145,14.4458,0.0517
2454003.511354,148,14.6691,0.0511
2454003.515579,145,14.4541,0.0523
2454003.516331,148,14.8402,0.0593
2454003.522245,148,14.9745,0.0670
2454003.526169,145,14.4978,0.0536
2454003.526921,148,14.6624,0.0501
2454003.533507,148,14.8826,0.0614
2454003.538530,145,14.5307,0.0563
2454003.539306,148,14.7633,0.0545
2454003.544132,145,14.6419,0.0622
2454003.544931,148,14.8989,0.0620
2454003.549861,145,14.8146,0.0730
2454003.550625,148,14.7584,0.0555
2454003.554769,145,14.7781,0.0706
2454003.555579,148,14.9623,0.0666
2454003.559630,145,14.6482,0.0625
2454003.561238,148,15.0477,0.0715
2454003.565174,145,14.9818,0.0825
2454003.565949,148,14.9141,0.0623
2454003.571644,145,14.7291,0.0657
2454003.572477,148,14.6561,0.0488
2454003.577245,145,14.7445,0.0663
2454003.578079,148,15.0102,0.0674
2454003.583866,145,14.5657,0.0566
2454003.584618,148,14.6437,0.0485
2454003.591412,148,14.2199,0.0344
2454003.597188,148,14.1951,0.0338
2454003.602014,148,14.2265,0.0337
2454003.607708,145,14.3403,0.0475
2454003.608519,148,14.3376,0.0377
2454003.612442,145,14.2375,0.0452
2454003.613345,148,14.4743,0.0422
2454003.617396,145,14.3234,0.0481
2454003.618924,148,14.3024,0.0369
2454003.622963,145,14.4825,0.0553
2454003.623738,148,14.5068,0.0435
2454003.628576,148,14.4622,0.0426
2454003.632708,145,14.5100,0.0570
2454003.633519,148,14.5519,0.0460
2454003.637407,145,14.6069,0.0634
2454003.639028,148,14.5594,0.0470
2454003.643044,145,14.5537,0.0614
2454003.643854,148,14.4038,0.0407
2454003.648889,148,14.6542,0.0507
2454003.653009,148,14.5510,0.0475
2454003.657766,148,14.5600,0.0482
2454003.661840,148,14.5352,0.0477
2454003.665984,148,14.5604,0.0486
2454003.670208,148,14.7231,0.0552
2454003.675046,148,14.8538,0.0631
2454003.678958,148,14.5365,0.0489
2454003.683009,148,14.4822,0.0475
2454003.686991,148,14.5290,0.0507
2454004.358576,145,14.7793,0.0951
2454004.360926,145,14.6949,0.0827
2454004.363287,145,14.6322,0.0764
2454004.366644,145,14.6806,0.0789
2454004.369016,145,14.7611,0.0852
2454004.371377,145,14.6163,0.0735
2454004.373831,145,14.6911,0.0784
2454004.376204,145,14.6817,0.0770
2454004.378657,145,14.7631,0.0828
2454004.381053,145,14.7459,0.0806
2454004.383553,145,14.5861,0.0701
2454004.387813,145,14.6643,0.0733
2454004.390150,145,14.8773,0.0880
2454004.392535,145,14.8384,0.0848
2454004.394907,145,14.8495,0.0847
2454004.397338,145,14.7343,0.0747
2454004.399734,145,14.7644,0.0766
2454004.403843,145,14.8523,0.0817
2454004.406991,145,14.7124,0.0720
2454004.410324,145,14.4339,0.0560
2454004.413704,145,14.4966,0.0588
2454004.416875,145,14.5039,0.0595
2454004.420093,145,14.2722,0.0478
2454004.424051,145,14.2425,0.0470
2454004.428241,145,14.3240,0.0498
2454004.431389,145,14.2117,0.0451
2454004.434722,145,14.2455,0.0461
2454004.438762,145,14.2516,0.0469
2454004.441944,145,14.4641,0.0559
2454004.445856,145,14.3725,0.0520
2454004.449815,145,14.4607,0.0557
2454004.453866,145,14.4518,0.0547
2454004.458715,145,14.5605,0.0614
2454004.462766,145,14.6810,0.0677
2454004.466806,145,14.7372,0.0712
2454004.471817,145,14.8867,0.0808
2454004.476794,145,14.6704,0.0656
2454004.480787,145,14.6349,0.0631
2454004.485613,145,14.6997,0.0662
2454004.490405,145,14.6629,0.0640
2454004.495880,145,14.8759,0.0764
2454004.500602,145,14.5997,0.0594
2454004.505556,145,14.7623,0.0684
2454004.511319,145,14.6308,0.0618
2454004.512164,148,14.4918,0.0439
2454004.517164,145,14.4729,0.0541
2454004.517917,148,14.4259,0.0409
2454004.522025,145,14.1182,0.0393
2454004.522778,148,14.1164,0.0306
2454004.527731,145,14.0955,0.0377
2454004.529306,148,14.1354,0.0309
2454004.534259,145,14.2942,0.0454
2454004.535035,148,14.4263,0.0397
2454004.539734,145,14.2762,0.0439
2454004.540509,148,14.5722,0.0455
2454004.545405,145,14.4442,0.0519
2454004.546181,148,14.5014,0.0422
2454004.550046,145,14.4654,0.0529
2454004.550787,148,14.4887,0.0414
2454004.554965,145,14.5843,0.0589
2454004.555833,148,14.5281,0.0429
2454004.563044,145,14.5993,0.0595
2454004.563796,148,14.7971,0.0545
2454004.569398,145,14.5573,0.0569
2454004.570174,148,14.6482,0.0472
2454004.575220,145,14.6601,0.0628
2454004.576030,148,14.7707,0.0540
2454004.582095,145,14.7880,0.0785
2454004.582847,148,14.6881,0.0556
2454004.590012,145,14.7817,0.0705
2454004.590660,145,14.7102,0.0662
2454004.592095,148,14.7314,0.0509
2454004.596157,145,14.7017,0.0683
2454004.596968,148,14.9303,0.0616
2454004.602650,145,14.8011,0.0770
2454004.603449,148,14.8238,0.0586
2454004.608275,148,14.7741,0.0538
2454004.612257,145,15.0131,0.1056
2454004.612998,148,14.9488,0.0702
2454004.617801,145,14.4917,0.0592
2454004.618553,148,14.3392,0.0452
2454004.622743,145,14.3876,0.0524
2454004.623519,148,14.3104,0.0367
2454004.627639,145,14.0551,0.0433
2454004.628391,148,13.9118,0.0292
2454004.634086,148,14.2147,0.0346
2454004.638843,145,14.2558,0.0474
2454004.639653,148,14.2402,0.0354
2454004.643576,148,14.3461,0.0387
2454004.653750,148,14.5400,0.0484
2454004.657708,148,14.4818,0.0461
2454004.661782,148,14.5643,0.0504
2454004.665822,148,14.6857,0.0564
2454004.669757,148,14.7241,0.0593
2454004.680081,148,14.5689,0.0519
2454004.684097,148,14.5514,0.0523
2454005.355301,145,14.1999,0.0530
2454005.357639,145,14.1735,0.0505
2454005.360093,145,14.2614,0.0536
2454005.362523,145,14.3749,0.0589
2454005.365949,145,14.3379,0.0591
2454005.368287,145,14.4181,0.0592
2454005.370729,145,14.3885,0.0578
2454005.373194,145,14.5191,0.0627
2454005.375683,145,14.5654,0.0644
2454005.378113,145,14.5173,0.0609
2454005.380394,145,14.4814,0.0579
2454005.384595,145,14.5603,0.0607
2454005.387014,145,14.6240,0.0637
2454005.389352,145,14.5324,0.0586
2454005.391748,145,14.7206,0.0681
2454005.394236,145,14.6427,0.0631
2454005.396632,145,14.6238,0.0621
2454005.400683,145,14.6556,0.0630
2454005.403889,145,14.5943,0.0595
2454005.407083,145,14.7849,0.0699
2454005.410266,145,14.6240,0.0596
2454005.413542,145,14.8972,0.0762
2454005.416829,145,14.8734,0.0748
2454005.420845,145,14.6622,0.0619
2454005.424028,145,14.7493,0.0660
2454005.428160,145,14.7976,0.0695
2454005.431343,145,14.7519,0.0661
2454005.435451,145,15.0291,0.0836
2454005.438646,145,14.7537,0.0657
2454005.441725,145,14.6880,0.0617
2454005.445787,145,14.6309,0.0596
2454005.449711,145,14.2761,0.0432
2454005.453750,145,14.1877,0.0400
2454005.462581,145,14.2422,0.0412
2454005.466539,145,14.3061,0.0436
2454005.472604,145,14.4196,0.0479
2454005.476563,145,14.3521,0.0450
2454005.480463,145,14.4440,0.0484
2454005.485313,145,14.5003,0.0513
2454005.490984,145,14.6912,0.0615
2454005.495822,145,14.6042,0.0566
2454005.500475,145,14.6551,0.0595
2454005.506169,145,14.6009,0.0568
2454005.507037,148,14.4840,0.0450
2454005.511898,145,14.5530,0.0542
2454005.512662,148,14.3998,0.0389
2454005.516563,145,14.6101,0.0573
2454005.517361,148,14.3247,0.0356
2454005.521481,145,14.6961,0.0623
2454005.522257,148,14.2836,0.0348
2454005.527836,145,14.8030,0.0687
2454005.528600,148,14.9713,0.0645
2454005.533588,145,14.8348,0.0703
2454005.534398,148,15.0788,0.0706
2454005.539132,145,14.8734,0.0729
2454005.539907,148,14.7576,0.0531
2454005.544884,145,14.5627,0.0551
2454005.545660,148,14.6568,0.0488
2454005.551725,145,14.3617,0.0464
2454005.552500,148,14.3567,0.0373
2454005.557523,145,14.1777,0.0398
2454005.558299,148,14.2471,0.0343
2454005.563218,145,14.1643,0.0396
2454005.564028,148,14.2278,0.0337
2454005.568762,145,14.2670,0.0431
2454005.569595,148,14.3286,0.0365
2454005.574387,145,14.3630,0.0472
2454005.575162,148,14.3567,0.0376
2454005.581053,145,14.4987,0.0541
2454005.581806,148,14.4517,0.0415
2454005.586563,145,14.4021,0.0498
2454005.587361,148,14.4215,0.0403
2454005.592292,145,14.4544,0.0531
2454005.593032,148,14.5642,0.0463
2454005.597141,145,14.5964,0.0609
2454005.599514,148,14.5734,0.0466
2454005.603495,145,14.6361,0.0638
2454005.604271,148,14.5463,0.0458
2454005.608449,145,14.7524,0.0715
2454005.609225,148,14.6997,0.0535
2454005.614178,145,14.7036,0.0685
2454005.614942,148,14.9146,0.0647
2454005.618970,145,14.6218,0.0640
2454005.619965,148,14.5950,0.0489
2454005.624132,145,14.6888,0.0677
2454005.624965,148,14.8496,0.0613
2454005.629144,145,14.6720,0.0672
2454005.629942,148,14.8206,0.0606
2454005.634861,145,14.6492,0.0666
2454005.635648,148,14.7713,0.0575
2454005.639595,145,14.9058,0.0844
2454005.640347,148,14.6612,0.0528
2454005.645197,148,14.5910,0.0538
2454005.650093,148,14.6052,0.0503
2454005.654039,148,14.4770,0.0443
2454005.658079,148,14.2977,0.0379
2454005.661944,148,14.1826,0.0351
2454005.665938,148,14.0583,0.0318
2454005.670694,148,14.0951,0.0329
2454005.674618,148,14.1108,0.0335
2454005.678843,148,14.5576,0.0505
